"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2011/12","S08000024"," ","Total","d","1 - 7 days",1700
"2011/12","S08000024"," ","Total","d","8 - 28 days",1370
"2011/12","S08000024"," ","Total","d","29 days - 6 months",920
"2011/12","S08000024"," ","Total","d","> 6 months",220
"2011/12","S08000025"," ","SMR01"," ","< 1 day",30
"2011/12","S08000025"," ","SMR01"," ","1 - 7 days",30
"2011/12","S08000025"," ","SMR01"," ","8 - 28 days",0
"2011/12","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2011/12","S08000025"," ","SMR01"," ","> 6 months",0
"2011/12","S08000025"," ","SMR04"," ","< 1 day",0
"2011/12","S08000025"," ","SMR04"," ","1 - 7 days",0
"2011/12","S08000025"," ","SMR04"," ","8 - 28 days",0
"2011/12","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2011/12","S08000025"," ","SMR04"," ","> 6 months",0
"2011/12","S08000025"," ","Total","d","< 1 day",30
"2011/12","S08000025"," ","Total","d","1 - 7 days",30
"2011/12","S08000025"," ","Total","d","8 - 28 days",0
"2011/12","S08000025"," ","Total","d","29 days - 6 months",0
"2011/12","S08000025"," ","Total","d","> 6 months",0
"2011/12","S08000026"," ","SMR01"," ","< 1 day",30
"2011/12","S08000026"," ","SMR01"," ","1 - 7 days",50
"2011/12","S08000026"," ","SMR01"," ","8 - 28 days",0
"2011/12","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2011/12","S08000026"," ","SMR01"," ","> 6 months",0
"2011/12","S08000026"," ","SMR04"," ","< 1 day",0
"2011/12","S08000026"," ","SMR04"," ","1 - 7 days",0
"2011/12","S08000026"," ","SMR04"," ","8 - 28 days",0
"2011/12","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2011/12","S08000026"," ","SMR04"," ","> 6 months",0
"2011/12","S08000026"," ","Total","d","< 1 day",30
"2011/12","S08000026"," ","Total","d","1 - 7 days",50
"2011/12","S08000026"," ","Total","d","8 - 28 days",0
"2011/12","S08000026"," ","Total","d","29 days - 6 months",0
"2011/12","S08000026"," ","Total","d","> 6 months",0
"2011/12","S08000030"," ","SMR01"," ","< 1 day",90
"2011/12","S08000030"," ","SMR01"," ","1 - 7 days",260
"2011/12","S08000030"," ","SMR01"," ","8 - 28 days",110
"2011/12","S08000030"," ","SMR01"," ","29 days - 6 months",60
"2011/12","S08000030"," ","SMR01"," ","> 6 months",0
"2011/12","S08000030"," ","SMR04"," ","< 1 day",20
"2011/12","S08000030"," ","SMR04"," ","1 - 7 days",460
"2011/12","S08000030"," ","SMR04"," ","8 - 28 days",520
"2011/12","S08000030"," ","SMR04"," ","29 days - 6 months",530
"2011/12","S08000030"," ","SMR04"," ","> 6 months",130
"2011/12","S08000030"," ","Total","d","< 1 day",110
"2011/12","S08000030"," ","Total","d","1 - 7 days",720
"2011/12","S08000030"," ","Total","d","8 - 28 days",620
"2011/12","S08000030"," ","Total","d","29 days - 6 months",600
"2011/12","S08000030"," ","Total","d","> 6 months",130
"2011/12","S08000028"," ","SMR01"," ","< 1 day",10
"2011/12","S08000028"," ","SMR01"," ","1 - 7 days",50
"2011/12","S08000028"," ","SMR01"," ","8 - 28 days",10
"2011/12","S08000028"," ","SMR01"," ","29 days - 6 months",0
"2011/12","S08000028"," ","SMR01"," ","> 6 months",0
"2011/12","S08000028"," ","SMR04"," ","< 1 day",0
"2011/12","S08000028"," ","SMR04"," ","1 - 7 days",10
"2011/12","S08000028"," ","SMR04"," ","8 - 28 days",20
"2011/12","S08000028"," ","SMR04"," ","29 days - 6 months",20
"2011/12","S08000028"," ","SMR04"," ","> 6 months",10
"2011/12","S08000028"," ","Total","d","< 1 day",10
"2011/12","S08000028"," ","Total","d","1 - 7 days",60
"2011/12","S08000028"," ","Total","d","8 - 28 days",30
"2011/12","S08000028"," ","Total","d","29 days - 6 months",30
"2011/12","S08000028"," ","Total","d","> 6 months",10
"2011/12","SB0802"," ","SMR01"," ","< 1 day",0
"2011/12","SB0802"," ","SMR01"," ","1 - 7 days",0
"2011/12","SB0802"," ","SMR01"," ","8 - 28 days",0
"2011/12","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2011/12","SB0802"," ","SMR01"," ","> 6 months",0
"2011/12","SB0802"," ","SMR04"," ","< 1 day",0
"2011/12","SB0802"," ","SMR04"," ","1 - 7 days",0
"2011/12","SB0802"," ","SMR04"," ","8 - 28 days",0
"2011/12","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2011/12","SB0802"," ","SMR04"," ","> 6 months",0
"2011/12","SB0802"," ","Total","d","< 1 day",0
"2011/12","SB0802"," ","Total","d","1 - 7 days",0
"2011/12","SB0802"," ","Total","d","8 - 28 days",0
"2011/12","SB0802"," ","Total","d","29 days - 6 months",0
"2011/12","SB0802"," ","Total","d","> 6 months",0
"2011/12","S92000003","d","SMR01"," ","< 1 day",2360
"2011/12","S92000003","d","SMR01"," ","1 - 7 days",6000
"2011/12","S92000003","d","SMR01"," ","8 - 28 days",1850
"2011/12","S92000003","d","SMR01"," ","29 days - 6 months",830
"2011/12","S92000003","d","SMR01"," ","> 6 months",40
"2011/12","S92000003","d","SMR04"," ","< 1 day",370
"2011/12","S92000003","d","SMR04"," ","1 - 7 days",5210
"2011/12","S92000003","d","SMR04"," ","8 - 28 days",6330
"2011/12","S92000003","d","SMR04"," ","29 days - 6 months",5410
"2011/12","S92000003","d","SMR04"," ","> 6 months",1250
"2011/12","S92000003","d","Total","d","< 1 day",2730
"2011/12","S92000003","d","Total","d","1 - 7 days",11210
"2011/12","S92000003","d","Total","d","8 - 28 days",8180
"2011/12","S92000003","d","Total","d","29 days - 6 months",6240
"2011/12","S92000003","d","Total","d","> 6 months",1300
"2012/13","SB0801"," ","SMR01"," ","< 1 day",0
"2012/13","SB0801"," ","SMR01"," ","1 - 7 days",0
"2012/13","SB0801"," ","SMR01"," ","8 - 28 days",0
"2012/13","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2012/13","SB0801"," ","SMR01"," ","> 6 months",0
"2012/13","SB0801"," ","SMR04"," ","< 1 day",0
"2012/13","SB0801"," ","SMR04"," ","1 - 7 days",0
"2012/13","SB0801"," ","SMR04"," ","8 - 28 days",0
"2012/13","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2012/13","SB0801"," ","SMR04"," ","> 6 months",0
"2012/13","SB0801"," ","Total","d","< 1 day",0
"2012/13","SB0801"," ","Total","d","1 - 7 days",0
"2012/13","SB0801"," ","Total","d","8 - 28 days",0
"2012/13","SB0801"," ","Total","d","29 days - 6 months",0
"2012/13","SB0801"," ","Total","d","> 6 months",0
"2012/13","S08000015"," ","SMR01"," ","< 1 day",180
"2012/13","S08000015"," ","SMR01"," ","1 - 7 days",460
"2012/13","S08000015"," ","SMR01"," ","8 - 28 days",120
"2012/13","S08000015"," ","SMR01"," ","29 days - 6 months",40
"2012/13","S08000015"," ","SMR01"," ","> 6 months",0
"2012/13","S08000015"," ","SMR04"," ","< 1 day",20
"2012/13","S08000015"," ","SMR04"," ","1 - 7 days",320
"2012/13","S08000015"," ","SMR04"," ","8 - 28 days",420
"2012/13","S08000015"," ","SMR04"," ","29 days - 6 months",370
"2012/13","S08000015"," ","SMR04"," ","> 6 months",60
"2012/13","S08000015"," ","Total","d","< 1 day",200
"2012/13","S08000015"," ","Total","d","1 - 7 days",780
"2012/13","S08000015"," ","Total","d","8 - 28 days",540
"2012/13","S08000015"," ","Total","d","29 days - 6 months",400
"2012/13","S08000015"," ","Total","d","> 6 months",60
"2012/13","S08000016"," ","SMR01"," ","< 1 day",60
"2012/13","S08000016"," ","SMR01"," ","1 - 7 days",100
"2012/13","S08000016"," ","SMR01"," ","8 - 28 days",50
"2012/13","S08000016"," ","SMR01"," ","29 days - 6 months",20
"2012/13","S08000016"," ","SMR01"," ","> 6 months",0
"2012/13","S08000016"," ","SMR04"," ","< 1 day",10
"2012/13","S08000016"," ","SMR04"," ","1 - 7 days",140
"2012/13","S08000016"," ","SMR04"," ","8 - 28 days",140
"2012/13","S08000016"," ","SMR04"," ","29 days - 6 months",130
"2012/13","S08000016"," ","SMR04"," ","> 6 months",30
"2012/13","S08000016"," ","Total","d","< 1 day",80
"2012/13","S08000016"," ","Total","d","1 - 7 days",240
"2012/13","S08000016"," ","Total","d","8 - 28 days",190
"2012/13","S08000016"," ","Total","d","29 days - 6 months",150
"2012/13","S08000016"," ","Total","d","> 6 months",30
"2012/13","S08000017"," ","SMR01"," ","< 1 day",190
"2012/13","S08000017"," ","SMR01"," ","1 - 7 days",130
"2012/13","S08000017"," ","SMR01"," ","8 - 28 days",50
"2012/13","S08000017"," ","SMR01"," ","29 days - 6 months",30
"2012/13","S08000017"," ","SMR01"," ","> 6 months",0
"2012/13","S08000017"," ","SMR04"," ","< 1 day",20
"2012/13","S08000017"," ","SMR04"," ","1 - 7 days",240
"2012/13","S08000017"," ","SMR04"," ","8 - 28 days",180
"2012/13","S08000017"," ","SMR04"," ","29 days - 6 months",120
"2012/13","S08000017"," ","SMR04"," ","> 6 months",30
"2012/13","S08000017"," ","Total","d","< 1 day",210
"2012/13","S08000017"," ","Total","d","1 - 7 days",370
"2012/13","S08000017"," ","Total","d","8 - 28 days",230
"2012/13","S08000017"," ","Total","d","29 days - 6 months",140
"2012/13","S08000017"," ","Total","d","> 6 months",30
"2012/13","S08000029"," ","SMR01"," ","< 1 day",210
"2012/13","S08000029"," ","SMR01"," ","1 - 7 days",260
"2012/13","S08000029"," ","SMR01"," ","8 - 28 days",150
"2012/13","S08000029"," ","SMR01"," ","29 days - 6 months",60
"2012/13","S08000029"," ","SMR01"," ","> 6 months",0
"2012/13","S08000029"," ","SMR04"," ","< 1 day",20
"2012/13","S08000029"," ","SMR04"," ","1 - 7 days",360
"2012/13","S08000029"," ","SMR04"," ","8 - 28 days",390
"2012/13","S08000029"," ","SMR04"," ","29 days - 6 months",360
"2012/13","S08000029"," ","SMR04"," ","> 6 months",80
"2012/13","S08000029"," ","Total","d","< 1 day",230
"2012/13","S08000029"," ","Total","d","1 - 7 days",610
"2012/13","S08000029"," ","Total","d","8 - 28 days",540
"2012/13","S08000029"," ","Total","d","29 days - 6 months",420
"2012/13","S08000029"," ","Total","d","> 6 months",80
"2012/13","S08000019"," ","SMR01"," ","< 1 day",50
"2012/13","S08000019"," ","SMR01"," ","1 - 7 days",160
"2012/13","S08000019"," ","SMR01"," ","8 - 28 days",70
"2012/13","S08000019"," ","SMR01"," ","29 days - 6 months",20
"2012/13","S08000019"," ","SMR01"," ","> 6 months",0
"2012/13","S08000019"," ","SMR04"," ","< 1 day",30
"2012/13","S08000019"," ","SMR04"," ","1 - 7 days",350
"2012/13","S08000019"," ","SMR04"," ","8 - 28 days",260
"2012/13","S08000019"," ","SMR04"," ","29 days - 6 months",230
"2012/13","S08000019"," ","SMR04"," ","> 6 months",60
"2012/13","S08000019"," ","Total","d","< 1 day",90
"2012/13","S08000019"," ","Total","d","1 - 7 days",510
"2012/13","S08000019"," ","Total","d","8 - 28 days",330
"2012/13","S08000019"," ","Total","d","29 days - 6 months",250
"2012/13","S08000019"," ","Total","d","> 6 months",60
"2012/13","S08000020"," ","SMR01"," ","< 1 day",150
"2012/13","S08000020"," ","SMR01"," ","1 - 7 days",500
"2012/13","S08000020"," ","SMR01"," ","8 - 28 days",150
"2012/13","S08000020"," ","SMR01"," ","29 days - 6 months",60
"2012/13","S08000020"," ","SMR01"," ","> 6 months",0
"2012/13","S08000020"," ","SMR04"," ","< 1 day",30
"2012/13","S08000020"," ","SMR04"," ","1 - 7 days",480
"2012/13","S08000020"," ","SMR04"," ","8 - 28 days",590
"2012/13","S08000020"," ","SMR04"," ","29 days - 6 months",620
"2012/13","S08000020"," ","SMR04"," ","> 6 months",120
"2012/13","S08000020"," ","Total","d","< 1 day",180
"2012/13","S08000020"," ","Total","d","1 - 7 days",980
"2012/13","S08000020"," ","Total","d","8 - 28 days",740
"2012/13","S08000020"," ","Total","d","29 days - 6 months",680
"2012/13","S08000020"," ","Total","d","> 6 months",120
"2012/13","S08000031"," ","SMR01"," ","< 1 day",640
"2012/13","S08000031"," ","SMR01"," ","1 - 7 days",1870
"2012/13","S08000031"," ","SMR01"," ","8 - 28 days",460
"2012/13","S08000031"," ","SMR01"," ","29 days - 6 months",190
"2012/13","S08000031"," ","SMR01"," ","> 6 months",10
"2012/13","S08000031"," ","SMR04"," ","< 1 day",50
"2012/13","S08000031"," ","SMR04"," ","1 - 7 days",940
"2012/13","S08000031"," ","SMR04"," ","8 - 28 days",1650
"2012/13","S08000031"," ","SMR04"," ","29 days - 6 months",1360
"2012/13","S08000031"," ","SMR04"," ","> 6 months",340
"2012/13","S08000031"," ","Total","d","< 1 day",680
"2012/13","S08000031"," ","Total","d","1 - 7 days",2810
"2012/13","S08000031"," ","Total","d","8 - 28 days",2120
"2012/13","S08000031"," ","Total","d","29 days - 6 months",1540
"2012/13","S08000031"," ","Total","d","> 6 months",350
"2012/13","S08000022"," ","SMR01"," ","< 1 day",120
"2012/13","S08000022"," ","SMR01"," ","1 - 7 days",410
"2012/13","S08000022"," ","SMR01"," ","8 - 28 days",110
"2012/13","S08000022"," ","SMR01"," ","29 days - 6 months",60
"2012/13","S08000022"," ","SMR01"," ","> 6 months",0
"2012/13","S08000022"," ","SMR04"," ","< 1 day",10
"2012/13","S08000022"," ","SMR04"," ","1 - 7 days",300
"2012/13","S08000022"," ","SMR04"," ","8 - 28 days",420
"2012/13","S08000022"," ","SMR04"," ","29 days - 6 months",360
"2012/13","S08000022"," ","SMR04"," ","> 6 months",70
"2012/13","S08000022"," ","Total","d","< 1 day",140
"2012/13","S08000022"," ","Total","d","1 - 7 days",710
"2012/13","S08000022"," ","Total","d","8 - 28 days",520
"2012/13","S08000022"," ","Total","d","29 days - 6 months",420
"2012/13","S08000022"," ","Total","d","> 6 months",80
"2012/13","S08000032"," ","SMR01"," ","< 1 day",230
"2012/13","S08000032"," ","SMR01"," ","1 - 7 days",680
"2012/13","S08000032"," ","SMR01"," ","8 - 28 days",200
"2012/13","S08000032"," ","SMR01"," ","29 days - 6 months",70
"2012/13","S08000032"," ","SMR01"," ","> 6 months",0
"2012/13","S08000032"," ","SMR04"," ","< 1 day",60
"2012/13","S08000032"," ","SMR04"," ","1 - 7 days",560
"2012/13","S08000032"," ","SMR04"," ","8 - 28 days",900
"2012/13","S08000032"," ","SMR04"," ","29 days - 6 months",540
"2012/13","S08000032"," ","SMR04"," ","> 6 months",100
"2012/13","S08000032"," ","Total","d","< 1 day",290
"2012/13","S08000032"," ","Total","d","1 - 7 days",1240
"2012/13","S08000032"," ","Total","d","8 - 28 days",1100
"2012/13","S08000032"," ","Total","d","29 days - 6 months",610
"2012/13","S08000032"," ","Total","d","> 6 months",100
"2012/13","S08000024"," ","SMR01"," ","< 1 day",360
"2012/13","S08000024"," ","SMR01"," ","1 - 7 days",790
"2012/13","S08000024"," ","SMR01"," ","8 - 28 days",390
"2012/13","S08000024"," ","SMR01"," ","29 days - 6 months",250
"2012/13","S08000024"," ","SMR01"," ","> 6 months",10
"2012/13","S08000024"," ","SMR04"," ","< 1 day",90
"2012/13","S08000024"," ","SMR04"," ","1 - 7 days",930
"2012/13","S08000024"," ","SMR04"," ","8 - 28 days",940
"2012/13","S08000024"," ","SMR04"," ","29 days - 6 months",710
"2012/13","S08000024"," ","SMR04"," ","> 6 months",180
"2012/13","S08000024"," ","Total","d","< 1 day",460
"2012/13","S08000024"," ","Total","d","1 - 7 days",1720
"2012/13","S08000024"," ","Total","d","8 - 28 days",1330
"2012/13","S08000024"," ","Total","d","29 days - 6 months",960
"2012/13","S08000024"," ","Total","d","> 6 months",190
"2012/13","S08000025"," ","SMR01"," ","< 1 day",20
"2012/13","S08000025"," ","SMR01"," ","1 - 7 days",40
"2012/13","S08000025"," ","SMR01"," ","8 - 28 days",0
"2012/13","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2012/13","S08000025"," ","SMR01"," ","> 6 months",0
"2012/13","S08000025"," ","SMR04"," ","< 1 day",0
"2012/13","S08000025"," ","SMR04"," ","1 - 7 days",0
"2012/13","S08000025"," ","SMR04"," ","8 - 28 days",0
"2012/13","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2012/13","S08000025"," ","SMR04"," ","> 6 months",0
"2012/13","S08000025"," ","Total","d","< 1 day",20
"2012/13","S08000025"," ","Total","d","1 - 7 days",40
"2012/13","S08000025"," ","Total","d","8 - 28 days",0
"2012/13","S08000025"," ","Total","d","29 days - 6 months",0
"2012/13","S08000025"," ","Total","d","> 6 months",0
"2012/13","S08000026"," ","SMR01"," ","< 1 day",20
"2012/13","S08000026"," ","SMR01"," ","1 - 7 days",60
"2012/13","S08000026"," ","SMR01"," ","8 - 28 days",0
"2012/13","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2012/13","S08000026"," ","SMR01"," ","> 6 months",0
"2012/13","S08000026"," ","SMR04"," ","< 1 day",0
"2012/13","S08000026"," ","SMR04"," ","1 - 7 days",0
"2012/13","S08000026"," ","SMR04"," ","8 - 28 days",0
"2012/13","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2012/13","S08000026"," ","SMR04"," ","> 6 months",0
"2012/13","S08000026"," ","Total","d","< 1 day",20
"2012/13","S08000026"," ","Total","d","1 - 7 days",60
"2012/13","S08000026"," ","Total","d","8 - 28 days",0
"2012/13","S08000026"," ","Total","d","29 days - 6 months",0
"2012/13","S08000026"," ","Total","d","> 6 months",0
"2012/13","S08000030"," ","SMR01"," ","< 1 day",90
"2012/13","S08000030"," ","SMR01"," ","1 - 7 days",240
"2012/13","S08000030"," ","SMR01"," ","8 - 28 days",120
"2012/13","S08000030"," ","SMR01"," ","29 days - 6 months",70
"2012/13","S08000030"," ","SMR01"," ","> 6 months",0
"2012/13","S08000030"," ","SMR04"," ","< 1 day",20
"2012/13","S08000030"," ","SMR04"," ","1 - 7 days",450
"2012/13","S08000030"," ","SMR04"," ","8 - 28 days",540
"2012/13","S08000030"," ","SMR04"," ","29 days - 6 months",590
"2012/13","S08000030"," ","SMR04"," ","> 6 months",90
"2012/13","S08000030"," ","Total","d","< 1 day",120
"2012/13","S08000030"," ","Total","d","1 - 7 days",690
"2012/13","S08000030"," ","Total","d","8 - 28 days",660
"2012/13","S08000030"," ","Total","d","29 days - 6 months",660
"2012/13","S08000030"," ","Total","d","> 6 months",90
"2012/13","S08000028"," ","SMR01"," ","< 1 day",20
"2012/13","S08000028"," ","SMR01"," ","1 - 7 days",30
"2012/13","S08000028"," ","SMR01"," ","8 - 28 days",20
"2012/13","S08000028"," ","SMR01"," ","29 days - 6 months",10
"2012/13","S08000028"," ","SMR01"," ","> 6 months",0
"2012/13","S08000028"," ","SMR04"," ","< 1 day",0
"2012/13","S08000028"," ","SMR04"," ","1 - 7 days",10
"2012/13","S08000028"," ","SMR04"," ","8 - 28 days",20
"2012/13","S08000028"," ","SMR04"," ","29 days - 6 months",20
"2012/13","S08000028"," ","SMR04"," ","> 6 months",0
"2012/13","S08000028"," ","Total","d","< 1 day",20
"2012/13","S08000028"," ","Total","d","1 - 7 days",40
"2012/13","S08000028"," ","Total","d","8 - 28 days",40
"2012/13","S08000028"," ","Total","d","29 days - 6 months",30
"2012/13","S08000028"," ","Total","d","> 6 months",0
"2012/13","SB0802"," ","SMR01"," ","< 1 day",0
"2012/13","SB0802"," ","SMR01"," ","1 - 7 days",0
"2012/13","SB0802"," ","SMR01"," ","8 - 28 days",0
"2012/13","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2012/13","SB0802"," ","SMR01"," ","> 6 months",0
"2012/13","SB0802"," ","SMR04"," ","< 1 day",0
"2012/13","SB0802"," ","SMR04"," ","1 - 7 days",0
"2012/13","SB0802"," ","SMR04"," ","8 - 28 days",0
"2012/13","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2012/13","SB0802"," ","SMR04"," ","> 6 months",10
"2012/13","SB0802"," ","Total","d","< 1 day",0
"2012/13","SB0802"," ","Total","d","1 - 7 days",0
"2012/13","SB0802"," ","Total","d","8 - 28 days",0
"2012/13","SB0802"," ","Total","d","29 days - 6 months",0
"2012/13","SB0802"," ","Total","d","> 6 months",10
"2012/13","S92000003","d","SMR01"," ","< 1 day",2360
"2012/13","S92000003","d","SMR01"," ","1 - 7 days",5730
"2012/13","S92000003","d","SMR01"," ","8 - 28 days",1900
"2012/13","S92000003","d","SMR01"," ","29 days - 6 months",880
"2012/13","S92000003","d","SMR01"," ","> 6 months",30
"2012/13","S92000003","d","SMR04"," ","< 1 day",380
"2012/13","S92000003","d","SMR04"," ","1 - 7 days",5070
"2012/13","S92000003","d","SMR04"," ","8 - 28 days",6450
"2012/13","S92000003","d","SMR04"," ","29 days - 6 months",5400
"2012/13","S92000003","d","SMR04"," ","> 6 months",1180
"2012/13","S92000003","d","Total","d","< 1 day",2730
"2012/13","S92000003","d","Total","d","1 - 7 days",10800
"2012/13","S92000003","d","Total","d","8 - 28 days",8350
"2012/13","S92000003","d","Total","d","29 days - 6 months",6270
"2012/13","S92000003","d","Total","d","> 6 months",1210
"2013/14","SB0801"," ","SMR01"," ","< 1 day",0
"2013/14","SB0801"," ","SMR01"," ","1 - 7 days",0
"2013/14","SB0801"," ","SMR01"," ","8 - 28 days",0
"2013/14","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2013/14","SB0801"," ","SMR01"," ","> 6 months",0
"2013/14","SB0801"," ","SMR04"," ","< 1 day",0
"2013/14","SB0801"," ","SMR04"," ","1 - 7 days",0
"2013/14","SB0801"," ","SMR04"," ","8 - 28 days",0
"2013/14","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2013/14","SB0801"," ","SMR04"," ","> 6 months",0
